application_number,child_application_number,child_filing_date
05024797,06029198,1979-04-12
05024797,06271566,1981-06-08
05034634,05926139,1978-07-19
05034656,90001887,1989-11-13
05035097,06125849,1980-02-29
05034457,06305216,1981-09-24
05035668,06122463,1980-02-19
05036471,05559200,1975-03-17
05036471,05939569,1978-09-05
05036471,05939570,1978-09-05
05020634,06063704,1979-08-06
05036960,06142645,1980-04-22
05036960,06460864,1983-01-25
05036960,07268578,1988-11-08
05037201,05238962,1972-03-28
05037234,05455570,1974-03-28
05037234,05865456,1977-12-29
05020413,05911831,1978-06-02
05020252,06127465,1980-03-05
05019531,06197111,1980-10-15
05019531,06372191,1982-04-26
05037177,05385651,1973-08-06
05037155,05791539,1977-04-27
05037155,90000673,1984-11-30
05038962,90000529,1984-03-19
05038962,90001858,1989-10-05
05038962,90001848,1989-09-25
05038962,90002091,1990-07-20
05038962,90002836,1992-09-15
05039500,06192410,1980-09-30
05039471,06104598,1979-12-17
05039471,06705406,1984-12-19
05039705,06114157,1980-01-22
05039887,05959162,1978-11-09
05039887,05870815,1978-01-19
05018921,05654087,1976-02-02
05018921,05795163,1977-05-09
05039854,06469068,1983-02-23
05039889,06019945,1979-03-12
05039141,05925650,1978-07-17
05039141,05823983,1977-08-12
05016606,90001720,1989-02-23
05016589,05337345,1973-03-02
05016589,06041283,1979-05-21
05016589,06234238,1981-02-13
05016026,06143392,1980-04-24
05040442,06156494,1980-06-04
05040442,05786225,1977-04-11
05040442,06033455,1979-04-26
05040442,06201806,1980-10-29
05014748,05934451,1978-08-17
05014748,05934450,1978-08-17
05014598,06042013,1979-05-24
05041623,05422838,1973-12-07
05014131,06065588,1979-09-10
05041668,06066888,1979-08-16
05041668,06392407,1982-06-25
05043101,06283382,1981-07-15
05043979,05560280,1975-03-20
05043192,06052036,1979-06-25
05043997,06798637,1985-11-15
05012848,05166585,1971-07-21
05012082,06712411,1985-03-15
05012082,06706196,1985-02-27
05012082,06592968,1984-03-23
05044616,05868877,1978-01-12
05045553,05940863,1978-09-08
05011586,05632968,1975-11-18
05046811,05843776,1977-10-20
05046010,06151776,1980-05-21
05044805,90000094,1981-10-22
05045946,05647890,1976-01-09
05043247,90000080,1981-10-05
05049645,05829102,1977-08-29
05049645,05854450,1977-11-23
05039753,05808545,1977-06-21
05050989,06137322,1980-04-04
05051722,05436731,1974-01-24
05052869,06504973,1983-06-16
05053834,05663243,1976-03-03
05053834,06278399,1981-06-29
05053834,07576379,1990-08-31
05038469,90000928,1985-12-26
05034997,06136421,1980-04-16
05034869,05530718,1974-12-09
05056082,06017777,1979-03-05
05057640,05892511,1978-04-03
05033513,05862194,1977-12-19
05032330,06252687,1981-04-09
05032412,05887266,1978-03-16
05058401,05462120,1974-04-18
05058401,06442608,1982-11-18
05058401,06442610,1982-11-18
05058401,06670652,1984-11-08
05028197,05567458,1975-04-14
05027996,06601376,1984-04-17
05059229,06205167,1980-11-10
05026660,06320089,1981-11-10
05026660,90000610,1984-08-15
05059456,05609294,1975-09-02
05061522,90000052,1981-08-12
05061743,06369352,1982-04-19
05061822,05928844,1978-07-27
05061822,06372816,1982-04-28
05062143,05851610,1977-11-14
05062143,05851619,1977-11-14
05062143,90000793,1985-06-05
05063523,05759721,1977-01-17
05057288,05238177,1972-03-27
05066107,05762641,1977-01-26
05063645,05780031,1977-03-22
05063645,05852470,1977-11-17
05063645,06072359,1979-09-05
05066734,05852363,1977-11-17
05066734,05852364,1977-11-17
05055626,05653549,1976-01-29
05054819,90000202,1982-05-21
05054669,06068778,1979-08-22
05068724,05568615,1975-04-16
05068724,05648732,1976-01-13
05068724,06069354,1979-08-24
05070101,90000412,1983-06-27
05070101,90000607,1984-08-13
05070523,05440531,1974-02-07
05068188,90000046,1981-08-04
05070500,05547690,1975-02-06
05071118,90000400,1983-06-16
05071730,06324270,1981-11-23
05053058,05432002,1974-01-09
05070560,05243850,1972-04-13
05070560,06220532,1980-12-29
05070560,06220533,1980-12-29
05070560,06220534,1980-12-29
05070560,06220535,1980-12-29
05070560,06220536,1980-12-29
05070560,06220537,1980-12-29
05070560,06220538,1980-12-29
05070560,05581609,1975-05-29
05070560,05926998,1978-07-17
05070560,06425746,1982-09-28
05070560,06425768,1982-09-28
05070560,06425799,1982-09-28
05070560,06425800,1982-09-28
05070560,05874736,1978-02-03
05070560,06450316,1983-12-16
05072723,90001771,1989-05-15
05072723,90001824,1989-08-14
05051960,06197223,1980-10-15
05074009,05442386,1974-02-14
05074649,06325576,1981-11-27
05050093,90001560,1988-07-21
05050093,90001561,1988-07-21
05074812,06086619,1979-10-19
05074907,05852783,1977-11-18
05048875,05347916,1973-04-04
05073809,05723635,1976-09-15
05076070,05818577,1977-07-25
05077853,05854257,1977-11-23
05078590,06211323,1980-11-28
05047917,90000626,1984-09-13
05047917,06198291,1980-10-20
05078887,06840596,1986-03-17
05078887,90003253,1993-11-10
05078887,06301140,1981-09-11
05078887,07331001,1989-03-29
05080122,06857242,1986-04-29
05080426,05969312,1978-12-14
05082074,05541911,1975-01-17
05076059,05658199,1976-02-17
05076059,06133338,1980-03-24
05076059,06695969,1985-01-29
05076059,06793186,1985-10-31
05076059,06733939,1985-05-14
05076059,06817150,1986-01-08
05076059,07611058,1990-11-09
05076059,07763371,1991-11-27
05076059,08066545,1993-05-24
05078343,06103162,1979-12-13
05075731,06183401,1980-09-02
05081558,06109249,1980-01-03
05082732,90000724,1985-02-15
05083326,09282148,1999-03-31
05083177,05919405,1978-06-26
05083177,06325274,1981-11-27
05083371,90001407,1987-12-23
05073376,90000874,1985-10-04
05083931,06054687,1979-07-05
05083900,06209642,1980-11-24
05083900,06209641,1980-11-24
05085362,05303272,1972-11-02
05085824,06335011,1981-12-28
05084318,90000787,1985-05-24
05084318,90001208,1987-04-06
05072156,05802498,1977-06-01
05072156,06109640,1980-01-04
05072156,06476568,1983-03-18
05086547,07578592,1990-09-04
05086532,90001895,1989-11-20
05070709,06066541,1979-08-15
05069477,06127171,1980-03-04
05069081,05277443,1972-08-02
05085722,05748609,1976-12-07
05085722,05735859,1976-10-27
05085722,05866203,1978-01-03
05085722,06088310,1979-10-25
05086647,08020222,1993-02-16
05086647,90003343,1994-02-24
05086647,08052517,1993-04-29
05086647,08218756,1994-03-28
05086647,90003494,1994-07-11
05088596,05607553,1975-08-25
05088909,06003235,1979-01-12
05088909,06691544,1985-01-15
05088909,06691555,1984-01-15
05088474,05854404,1977-11-23
05088474,06605760,1984-08-14
05088474,90001586,1988-08-25
05089245,90001216,1987-04-10
05089579,05812797,1977-07-05
05090154,05760619,1977-01-14
05090608,05444008,1974-02-20
05090608,06084735,1979-10-15
05090682,05614834,1975-09-19
05090682,06071741,1979-08-30
05090682,05851504,1977-11-14
05090682,06238500,1981-02-26
05090682,06310085,1981-10-09
05090682,06242350,1981-03-10
05090682,06605248,1984-04-30
05090682,06605248,1984-04-30
05091781,90000032,1981-07-23
05089583,90000079,1981-10-02
05064221,06293330,1981-08-17
05093271,90000944,1986-01-28
05066920,06157286,1980-06-06
05093293,05908518,1978-05-22
05093293,90000125,1981-12-14
05093646,06689194,1985-01-07
05093778,90001606,1988-09-26
05063068,05707499,1976-07-22
05092031,90000213,1982-06-03
05092031,90000482,1983-12-15
05092031,90000246,1982-08-25
05092031,90000472,1983-11-25
05094156,90000003,1981-07-01
05095002,06191127,1980-09-26
05095408,05687158,1976-05-17
05062691,05810542,1977-06-27
05095026,05960026,1978-11-13
05094650,05315075,1972-12-14
05096744,05747141,1976-12-03
05096744,05868578,1978-01-11
05098573,05584938,1975-06-09
05098776,06168891,1980-07-11
05099087,90000360,1983-04-18
05098173,05729039,1976-10-04
05098173,05836766,1977-09-26
05098173,05853768,1977-11-21
05098173,06221274,1980-12-30
05098173,06373535,1982-04-30
05098173,06661281,1984-10-16
05099528,90001181,1987-02-25
05093435,05928843,1978-07-27
05093435,06372833,1982-04-28
05100335,06124098,1980-02-25
05101123,06200590,1980-10-24
05100825,06507718,1983-06-23
05100378,06855001,1986-04-22
05100378,90000598,1984-07-30
05101776,05815518,1977-07-14
05101823,05728969,1976-10-04
05101841,05702149,1976-07-02
05092170,05787193,1977-04-13
05091197,06021982,1979-03-19
05090652,90000884,1985-10-11
05090652,90001095,1986-09-24
05105161,90001421,1988-01-11
05106381,05222143,1972-01-31
05106896,05838211,1977-09-30
05106896,07352847,1989-05-16
05104676,05760006,1977-01-17
05104676,05973780,1978-12-27
05104676,06330751,1981-12-14
05104676,06330980,1981-12-15
05104676,06533073,1983-09-16
05104676,06621819,1984-06-18
05104676,07005535,1987-01-20
05104676,06664262,1984-10-24
05104676,06828115,1986-02-10
05104676,07239234,1988-09-01
05104676,07330668,1989-03-30
05104676,07395121,1989-08-16
05104676,06943220,1986-12-17
05104676,07105848,1987-10-07
05104667,90000021,1981-07-09
05108198,05896241,1978-04-14
05108198,06166908,1980-07-08
05108225,05941601,1978-09-11
05108933,05871783,1978-01-24
05108881,08471799,1995-06-06
05082806,06112340,1980-01-15
05082806,06171543,1980-07-23
05082806,06569253,1984-01-09
05082806,06839457,1986-03-11
05082806,06027516,1979-04-05
05082806,06313254,1981-10-21
05082806,06467954,1983-02-18
05083398,05872297,1978-01-25
05109925,05797391,1977-05-16
05107436,05487944,1974-07-12
05112163,06071621,1979-08-31
05081075,06282817,1981-07-13
05111193,90003110,1993-06-30
05111193,90003236,1993-10-29
05111193,90003236,1993-10-29
05112620,90000283,1982-11-04
05112620,90000327,1983-02-14
05080531,05826928,1977-08-22
05113088,05764917,1977-02-02
05113088,06050114,1979-06-19
05112797,90000017,1981-07-02
05112797,90000018,1981-07-02
05112780,05761827,1977-01-24
05112780,05761829,1977-01-24
05112780,06212787,1980-12-03
05112780,06438096,1982-11-01
05112780,06438196,1982-11-01
05112780,07194072,1988-05-16
05114061,05555333,1975-03-04
05115888,05953240,1978-10-20
05112446,05431002,1974-01-04
05112446,05464025,1974-04-25
05112446,06308053,1981-10-02
05112446,06330991,1981-12-15
05112446,06330992,1981-12-15
05116593,05862242,1977-12-19
05116593,06239811,1981-03-02
05116985,05397473,1973-09-14
05116985,06319528,1981-11-09
05116985,06321031,1981-11-13
05116985,06456475,1983-01-07
05118881,90000976,1986-03-31
05109697,90000510,1984-02-27
05118957,90000706,1985-01-10
05119750,06230874,1981-02-02
05119750,90000022,1981-07-10
05119967,05840929,1977-10-11
05120365,05774728,1977-03-07
05110428,05364190,1973-05-25
05106194,90002157,1990-10-09
05121842,05762104,1977-01-24
05122079,05809440,1977-06-23
05122079,05809442,1977-06-23
05122079,90000484,1983-12-15
05108118,05903595,1978-05-08
05108118,06034539,1979-04-30
05108118,06222772,1981-01-06
05106657,06270216,1981-06-03
05107536,05391692,1973-08-27
05123834,05654700,1976-02-02
05123834,05937949,1978-08-30
05124893,05311172,1972-12-01
05125123,06205001,1980-11-07
05125476,05932453,1978-08-10
05125956,05741107,1976-11-11
05126323,05465004,1974-04-29
05126925,05308856,1972-11-22
05126925,90000234,1982-07-30
05126966,05810538,1977-06-27
05104741,06171849,1980-07-24
05128874,05425170,1973-12-14
05102854,06298528,1981-09-01
05102671,06125749,1980-02-28
05102671,06125750,1980-02-28
05100881,06160871,1980-06-19
05100881,06160872,1980-06-19
05129414,05337049,1973-02-26
05129659,06297572,1981-08-31
05129915,90000527,1984-03-19
05131426,90000212,1982-06-02
05131824,05646309,1976-01-02
05131763,05808462,1977-06-21
05131763,06214260,1980-12-08
05132580,06140119,1980-04-14
05132580,06327194,1981-12-03
05099716,06245081,1981-03-18
05134868,05208041,1971-12-09
05134868,06055578,1979-07-09
05134868,06227458,1981-01-22
05134868,06147435,1980-05-07
05134868,05710503,1976-08-02
05134868,06441963,1982-11-15
05134868,06480185,1983-03-28
05134868,06850424,1986-04-07
05135753,05656384,1976-02-09
05135753,06121478,1980-02-14
05136530,05945321,1978-09-25
05137126,05643710,1975-12-23
05137126,05963096,1978-11-22
05137238,05915784,1978-06-15
05138288,06055110,1979-07-05
05133437,90001100,1986-09-29
05138278,05317618,1972-12-22
05138278,06055110,1979-07-05
05138501,05599485,1975-07-28
05138501,06102797,1979-12-12
05132955,06323206,1981-11-20
05138575,06080487,1979-10-01
05139362,06183677,1980-09-02
05131629,05368840,1973-06-11
05139080,05721576,1976-09-08
05140303,05642610,1975-12-19
05140303,05857591,1977-12-05
05129534,05889623,1978-03-23
05128704,05762105,1977-01-24
05139887,05736814,1976-10-29
05139887,06280844,1981-07-06
05139887,06691285,1985-01-14
05139887,06854657,1986-04-16
05140905,06248377,1981-03-27
05140905,06408142,1982-08-16
05141664,05806923,1977-06-15
05127760,06112252,1980-01-15
05126296,05867322,1978-01-05
05126296,06117239,1980-01-31
05126296,06376917,1982-05-10
05126296,06803148,1985-12-02
05142402,90000047,1981-08-06
05141946,05827833,1977-08-25
05143567,06295289,1981-08-24
05144296,06003560,1979-01-15
05143609,06036929,1979-05-07
05143609,05760499,1977-01-19
05143609,05802683,1977-06-02
05145374,06220591,1980-12-29
05143668,06115174,1980-01-25
05143668,05717633,1976-08-25
05143668,06617160,1984-06-06
05143668,06035978,1979-05-04
05143668,06302591,1981-09-15
05143668,06665508,1984-10-30
05143668,07892365,1992-06-03
05143668,08104645,1993-08-11
05148051,05472525,1974-05-23
05148129,05772086,1977-02-25
05146461,05725821,1976-09-23
05146461,06177158,1980-08-11
05146461,06200108,1980-10-24
05146461,06381084,1982-05-24
05147824,06114821,1980-01-24
05147824,06458195,1983-01-17
05147824,06657047,1984-10-02
05148895,05765169,1977-02-03
05148895,06110430,1980-01-07
05124794,06206727,1980-11-14
05124794,90001742,1989-04-03
05124794,90002005,1990-04-18
05126276,05768287,1977-02-14
05150778,90002308,1991-03-25
05149017,05782294,1977-03-28
05149017,05877313,1978-02-13
05116671,06098596,1979-11-29
05116671,06098679,1979-11-29
05121576,90000055,1981-08-14
05121576,90000824,1985-07-22
05151955,06000854,1979-01-04
05114712,06277470,1981-06-25
05114712,90000278,1982-10-28
05114712,05702367,1976-07-02
05114712,05836885,1977-09-26
05114712,05837957,1977-09-29
05114712,05903271,1978-05-05
05114712,05903366,1978-05-05
05114712,06279288,1981-06-25
05114712,06181491,1980-09-04
05114712,06279274,1981-06-25
05114712,06279279,1981-06-25
05114712,06469565,1983-02-23
05114712,06490357,1983-05-02
05114712,06469563,1983-02-23
05114712,06469564,1983-02-23
05151373,90000005,1981-07-01
05151373,90000131,1981-12-23
05151373,06007946,1979-01-31
05151373,90000006,1981-07-01
05151373,90000132,1981-12-23
05115546,05695020,1976-06-11
05115824,05680068,1976-04-26
05148514,05695042,1976-06-11
05144902,06235374,1981-02-19
05141895,06049868,1979-06-18
05138625,90000808,1985-06-27
05139215,05809441,1977-06-23
05139725,05681511,1976-04-29
05138425,05744365,1976-11-23
05134960,90000829,1985-08-05
05134960,90000930,1985-12-31
05152103,06009293,1979-02-05
05152758,90000740,1985-03-15
05153601,05850687,1977-11-11
05156555,06337226,1982-01-06
05155469,90000002,1981-07-01
05153437,05850332,1977-11-10
05153437,06052539,1979-06-27
05153437,06227453,1981-01-22
05153437,06227454,1981-01-22
05153437,06232088,1981-02-06
05153437,06239867,1981-03-02
05153437,06466449,1983-02-15
05153437,06519781,1983-08-02
05153437,06625579,1984-06-28
05153437,06776084,1985-09-13
05153437,06874797,1986-06-13
05153437,07077848,1987-07-27
05153437,07236298,1988-08-23
05153437,07352687,1989-05-10
05153437,07579204,1990-09-04
05156738,05716684,1976-08-23
05156738,06112407,1980-01-15
05156738,06428172,1982-09-29
05156738,06891117,1986-07-28
05156738,07183671,1988-04-19
05156738,90003939,1995-09-05
05156738,90003828,1995-05-12
05152587,90000360,1983-04-18
05157942,05903595,1978-05-08
05157942,06034539,1979-04-30
05157942,06222772,1981-01-06
05157648,06238395,1981-02-26
05157194,05662660,1976-03-01
05157573,06686908,1984-12-27
05157573,07065379,1987-06-23
05157573,07555860,1990-07-20
05157573,07555932,1990-07-20
05157573,07555933,1990-07-20
05157573,07829911,1992-01-31
05157573,07848220,1992-03-10
05154455,05402643,1973-10-01
05157574,05968216,1978-12-11
05157574,06161034,1980-06-19
05157574,06686908,1984-12-27
05157574,07065379,1987-06-23
05157574,07555860,1990-07-20
05157574,07555932,1990-07-20
05157574,07555933,1990-07-20
05157574,07829911,1992-01-31
05157574,07848220,1992-03-10
05158090,06356706,1982-03-10
05159065,06103492,1979-12-14
05158742,90000382,1983-05-16
05159473,05793294,1977-05-03
05159473,06564015,1983-12-21
05159473,06888261,1986-07-17
05159473,07118275,1987-11-06
05159473,06186781,1980-09-12
05161865,05732117,1976-10-13
05161865,05765583,1977-02-04
05161865,06022506,1979-03-21
05161865,06038729,1979-05-14
05160007,90001634,1988-11-03
05160007,90001707,1989-02-03
05165042,05789920,1977-04-22
05165611,05672920,1976-04-01
05165611,06095200,1979-11-16
05165702,05842833,1977-10-17
05165763,90001421,1988-01-11
05165913,05458938,1974-04-08
05165445,05737446,1976-10-29
05165445,06592968,1984-03-23
05165445,06712411,1985-03-15
05165445,07698090,1991-05-10
05165445,08030506,1993-05-13
05169101,05880666,1978-02-23
05168445,06320381,1981-11-12
05169224,90000756,1985-04-11
05169517,05726617,1976-09-27
05169398,05564965,1975-04-03
05169398,90000169,1982-03-01
05170052,05857985,1977-12-06
05158438,05817944,1977-07-22
05158572,05619314,1975-10-03
05171920,06247921,1981-03-26
05172511,06000595,1979-01-02
05170385,06355931,1982-03-08
05170385,06361219,1982-03-24
05170385,06454923,1983-01-03
05170385,06511695,1983-07-07
05170385,07168797,1988-03-16
05172869,05686096,1976-05-13
05158312,05775070,1977-03-07
05171328,05901400,1978-05-01
05171328,06552767,1983-11-17
05172223,05795587,1977-05-10
05163203,05571118,1975-04-24
05163203,06643883,1984-08-24
05163203,06936484,1986-11-26
05163203,90003065,1993-05-24
05163203,90003066,1993-05-24
05163203,07610822,1990-11-08
05163203,07628373,1990-12-17
05163203,07696747,1991-05-07
05163203,07930813,1992-08-14
05163203,90003519,1994-08-05
05163203,07849297,1992-03-10
05163203,07955515,1992-10-02
05163203,08472680,1995-06-07
05173267,05878879,1978-02-17
05173267,06129181,1980-03-10
05170740,90001031,1986-06-10
05173475,06269822,1981-06-02
05169977,90000108,1981-11-12
05173803,05808176,1977-06-20
05173803,05808177,1977-06-20
05173671,06188555,1980-09-18
05173671,06188556,1980-09-18
05174100,05955823,1978-10-30
05163200,90000766,1985-04-26
05175059,05849816,1977-11-09
05162022,90000057,1981-08-17
05174197,05524095,1974-11-15
05174197,06175464,1980-08-05
05175600,05559861,1975-03-19
